H:\Workspace\AICity21\track4\data\samples\train\imgs\100_17848.jpg,220.81620693206787,247.76256918907168,269.59187984466547,280.6290090084076,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\100_17848.jpg,394.0,180.0,421.0,202.0,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\100_17848.jpg,410.0,161.0,432.0,180.0,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\100_17848.jpg,522.0,182.0,551.0,202.0,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\100_26772.jpg,377.1392107009888,306.9161295890808,429.97117042541504,353.1807726621628,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\100_26772.jpg,447.0,137.0,484.0,174.0,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\100_8924.jpg,379.0,285.0,421.0,330.0,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\10_8956.jpg,564.970588684082,262.6625794172287,612.7278327941896,301.7986124753952,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,404.4690608978272,285.14237225055695,443.8899517059326,317.4490618705749,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,574.1269588470459,347.8696584701538,630.3980350494385,396.4640402793884,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,525.6303787231445,328.3019107580185,580.2007675170897,371.6750609874725,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,460.2051258087158,305.27590632438665,500.4480838775635,339.7322517633438,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,660.6894493103027,252.1106344461441,747.038745880127,335.78926920890814,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,553.7775993347168,216.529461145401,621.8388557434083,279.56434726715094,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,189.8043632507324,198.2599037885666,250.06937980651853,258.58834087848663,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,556.3693046569823,244.8751574754715,616.939640045166,301.236931681633,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,240.0,237.0,303.0,308.0,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,335.0,260.0,364.0,289.0,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,505.0,263.0,538.0,285.0,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_0.jpg,615.0,295.0,650.0,320.0,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_17772.jpg,727.5389671325684,265.1347178220749,798.4670639038086,354.2151069641113,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_17772.jpg,685.2747440338135,312.71255612373346,733.3658695220947,343.643513917923,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_17772.jpg,320.3274488449097,301.75513744354254,368.94919872283936,344.5049256086349,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_17772.jpg,400.4506587982178,281.32287442684174,442.64073371887207,317.49854862689966,None,
H:\Workspace\AICity21\track4\data\samples\train\imgs\11_17772.jpg,656.0237407684326,300.4360282421112,700.6585597991942,333.0725318193436,None,
